id,collateral_id,hazard,scenario,value,coverage,scenario_invariant,unit,dataset_name,dataset_version,pathway,return_period_yrs,sampled_at
HS-01224,MY-GT-004,heat_days35,y2030,6.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01225,MY-GT-004,pm25,y2030,20.4,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01226,MY-GT-004,flood_riverine,y2050,0.12,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01227,MY-GT-004,flood_coastal,y2050,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01228,MY-GT-004,wind,y2050,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01229,MY-GT-004,heat_days35,y2050,19.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01230,MY-GT-004,pm25,y2050,20.4,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01231,MY-GT-005,flood_riverine,today,0.69,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01232,MY-GT-005,flood_coastal,today,0.53,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01233,MY-GT-005,wind,today,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-01234,MY-GT-005,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01235,MY-GT-005,pm25,today,21.3,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01236,MY-GT-005,flood_riverine,y2030,0.77,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01237,MY-GT-005,flood_coastal,y2030,0.81,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01238,MY-GT-005,wind,y2030,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01239,MY-GT-005,heat_days35,y2030,5.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01240,MY-GT-005,pm25,y2030,21.3,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01241,MY-GT-005,flood_riverine,y2050,0.86,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01242,MY-GT-005,flood_coastal,y2050,1.1,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01243,MY-GT-005,wind,y2050,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01244,MY-GT-005,heat_days35,y2050,18.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01245,MY-GT-005,pm25,y2050,21.3,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01246,MY-GT-006,flood_riverine,today,0.74,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01247,MY-GT-006,flood_coastal,today,0.9,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01248,MY-GT-006,wind,today,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-01249,MY-GT-006,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01250,MY-GT-006,pm25,today,20.6,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01251,MY-GT-006,flood_riverine,y2030,0.83,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01252,MY-GT-006,flood_coastal,y2030,1.21,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01253,MY-GT-006,wind,y2030,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01254,MY-GT-006,heat_days35,y2030,5.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01255,MY-GT-006,pm25,y2030,20.6,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01256,MY-GT-006,flood_riverine,y2050,0.93,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01257,MY-GT-006,flood_coastal,y2050,1.54,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01258,MY-GT-006,wind,y2050,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01259,MY-GT-006,heat_days35,y2050,18.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01260,MY-GT-006,pm25,y2050,20.6,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01261,MY-GT-007,flood_riverine,today,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01262,MY-GT-007,flood_coastal,today,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01263,MY-GT-007,wind,today,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-01264,MY-GT-007,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01265,MY-GT-007,pm25,today,21.2,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01266,MY-GT-007,flood_riverine,y2030,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01267,MY-GT-007,flood_coastal,y2030,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01268,MY-GT-007,wind,y2030,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01269,MY-GT-007,heat_days35,y2030,6.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01270,MY-GT-007,pm25,y2030,21.2,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01271,MY-GT-007,flood_riverine,y2050,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01272,MY-GT-007,flood_coastal,y2050,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01273,MY-GT-007,wind,y2050,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01274,MY-GT-007,heat_days35,y2050,18.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01275,MY-GT-007,pm25,y2050,21.2,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01276,MY-DB-001,flood_riverine,today,0.02,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01277,MY-DB-001,flood_coastal,today,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01278,MY-DB-001,wind,today,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-01279,MY-DB-001,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01280,MY-DB-001,pm25,today,22.2,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01281,MY-DB-001,flood_riverine,y2030,0.03,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01282,MY-DB-001,flood_coastal,y2030,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01283,MY-DB-001,wind,y2030,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01284,MY-DB-001,heat_days35,y2030,6.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01285,MY-DB-001,pm25,y2030,22.2,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01286,MY-DB-001,flood_riverine,y2050,0.03,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01287,MY-DB-001,flood_coastal,y2050,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01288,MY-DB-001,wind,y2050,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01289,MY-DB-001,heat_days35,y2050,17.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01290,MY-DB-001,pm25,y2050,22.2,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01291,MY-DB-002,flood_riverine,today,0.57,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01292,MY-DB-002,flood_coastal,today,0.46,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01293,MY-DB-002,wind,today,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-01294,MY-DB-002,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01295,MY-DB-002,pm25,today,21.4,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01296,MY-DB-002,flood_riverine,y2030,0.64,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01297,MY-DB-002,flood_coastal,y2030,0.76,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01298,MY-DB-002,wind,y2030,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01299,MY-DB-002,heat_days35,y2030,5.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01300,MY-DB-002,pm25,y2030,21.4,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01301,MY-DB-002,flood_riverine,y2050,0.71,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01302,MY-DB-002,flood_coastal,y2050,1.1,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01303,MY-DB-002,wind,y2050,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01304,MY-DB-002,heat_days35,y2050,16.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01305,MY-DB-002,pm25,y2050,21.4,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01306,MY-DB-003,flood_riverine,today,0.52,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01307,MY-DB-003,flood_coastal,today,0.56,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01308,MY-DB-003,wind,today,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-01309,MY-DB-003,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01310,MY-DB-003,pm25,today,22.4,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01311,MY-DB-003,flood_riverine,y2030,0.59,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01312,MY-DB-003,flood_coastal,y2030,0.87,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01313,MY-DB-003,wind,y2030,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01314,MY-DB-003,heat_days35,y2030,6.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01315,MY-DB-003,pm25,y2030,22.4,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01316,MY-DB-003,flood_riverine,y2050,0.65,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01317,MY-DB-003,flood_coastal,y2050,1.21,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01318,MY-DB-003,wind,y2050,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01319,MY-DB-003,heat_days35,y2050,18.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01320,MY-DB-003,pm25,y2050,22.4,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01321,MY-DB-004,flood_riverine,today,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01322,MY-DB-004,flood_coastal,today,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01323,MY-DB-004,wind,today,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-01324,MY-DB-004,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01325,MY-DB-004,pm25,today,21.9,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01326,MY-DB-004,flood_riverine,y2030,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01327,MY-DB-004,flood_coastal,y2030,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01328,MY-DB-004,wind,y2030,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01329,MY-DB-004,heat_days35,y2030,5.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01330,MY-DB-004,pm25,y2030,21.9,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01331,MY-DB-004,flood_riverine,y2050,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01332,MY-DB-004,flood_coastal,y2050,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01333,MY-DB-004,wind,y2050,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01334,MY-DB-004,heat_days35,y2050,17.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01335,MY-DB-004,pm25,y2050,21.9,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01336,MY-DB-005,flood_riverine,today,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01337,MY-DB-005,flood_coastal,today,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01338,MY-DB-005,wind,today,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-01339,MY-DB-005,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01340,MY-DB-005,pm25,today,21.7,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01341,MY-DB-005,flood_riverine,y2030,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01342,MY-DB-005,flood_coastal,y2030,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01343,MY-DB-005,wind,y2030,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01344,MY-DB-005,heat_days35,y2030,5.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01345,MY-DB-005,pm25,y2030,21.7,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01346,MY-DB-005,flood_riverine,y2050,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01347,MY-DB-005,flood_coastal,y2050,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01348,MY-DB-005,wind,y2050,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01349,MY-DB-005,heat_days35,y2050,18.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01350,MY-DB-005,pm25,y2050,21.7,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01351,MY-DB-006,flood_riverine,today,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01352,MY-DB-006,flood_coastal,today,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01353,MY-DB-006,wind,today,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-01354,MY-DB-006,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01355,MY-DB-006,pm25,today,21.8,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01356,MY-DB-006,flood_riverine,y2030,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01357,MY-DB-006,flood_coastal,y2030,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01358,MY-DB-006,wind,y2030,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01359,MY-DB-006,heat_days35,y2030,4.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01360,MY-DB-006,pm25,y2030,21.8,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01361,MY-DB-006,flood_riverine,y2050,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01362,MY-DB-006,flood_coastal,y2050,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01363,MY-DB-006,wind,y2050,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01364,MY-DB-006,heat_days35,y2050,15.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01365,MY-DB-006,pm25,y2050,21.8,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01366,MY-DB-007,flood_riverine,today,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01367,MY-DB-007,flood_coastal,today,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01368,MY-DB-007,wind,today,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-01369,MY-DB-007,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01370,MY-DB-007,pm25,today,22.4,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01371,MY-DB-007,flood_riverine,y2030,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01372,MY-DB-007,flood_coastal,y2030,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01373,MY-DB-007,wind,y2030,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01374,MY-DB-007,heat_days35,y2030,5.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01375,MY-DB-007,pm25,y2030,22.4,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01376,MY-DB-007,flood_riverine,y2050,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01377,MY-DB-007,flood_coastal,y2050,0.0,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01378,MY-DB-007,wind,y2050,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01379,MY-DB-007,heat_days35,y2050,15.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01380,MY-DB-007,pm25,y2050,22.4,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01381,MY-DB-008,flood_riverine,today,0.52,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01382,MY-DB-008,flood_coastal,today,0.14,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01383,MY-DB-008,wind,today,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,present-climate,100,2026-09-07
HS-01384,MY-DB-008,heat_days35,today,0.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01385,MY-DB-008,pm25,today,22.6,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01386,MY-DB-008,flood_riverine,y2030,0.59,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01387,MY-DB-008,flood_coastal,y2030,0.3,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01388,MY-DB-008,wind,y2030,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01389,MY-DB-008,heat_days35,y2030,5.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01390,MY-DB-008,pm25,y2030,22.6,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01391,MY-DB-008,flood_riverine,y2050,0.66,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01392,MY-DB-008,flood_coastal,y2050,0.5,scored,false,m,Aqueduct Floods v2 coastal-wtsub (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
HS-01393,MY-DB-008,wind,y2050,,absent,false,m/s,STORM v4 (synthetic stand-in),synthetic,climate-change,100,2026-09-07
HS-01394,MY-DB-008,heat_days35,y2050,17.0,scored,false,days/yr,NEX-GDDP-CMIP6 vs ERA5-Land (synthetic stand-in),synthetic,ssp585,,2026-09-07
HS-01395,MY-DB-008,pm25,y2050,22.6,measured_not_scored,true,ug/m3,GHAP PM2.5 annual mean (synthetic stand-in),synthetic,,,2026-09-07
HS-01396,MY-KK-001,flood_riverine,today,0.0,scored,false,m,Aqueduct Floods v2 riverine (synthetic stand-in),synthetic,rcp8p5,100,2026-09-07
